aid_data_record_id,sector_name,title,description,staff_comments,combined_text,success,error_message,primary_class,confidence,project_type,justification,evidence
96224,HEALTH,"Yunnan International donates 16,000 COVID-19 testing reagents to Myanmar in September 2021","On September 17, 2021, Yunnan International held a donation ceremony for 16,000 COVID-19 testing reagents intended for Myanmar.",AidData has estimated the transaction amount for this donation based on price catalogues from the World Health Organization (WHO). Please see the TUFF Methodology for additional details.,"# Sector
HEALTH

# Title
Yunnan International donates 16,000 COVID-19 testing reagents to Myanmar in September 2021

# Description
On September 17, 2021, Yunnan International held a donation ceremony for 16,000 COVID-19 testing reagents intended for Myanmar.",TRUE,NA,NEUTRAL,HIGH,Healthcare,Project is a healthcare donation with no direct environmental or energy transition impact,"COVID-19 testing reagents donation, healthcare focus"
96225,HEALTH,People's Liberation Army of China provides COVID-19 vaccines to Myanmar military in August 2021,"On August 22, 2021, the People's Liberation Army of China provided a batch of COVID-19 vaccines to Myanmar's military.",NA,"# Sector
HEALTH

# Title
People's Liberation Army of China provides COVID-19 vaccines to Myanmar military in August 2021

# Description
On August 22, 2021, the People's Liberation Army of China provided a batch of COVID-19 vaccines to Myanmar's military.",TRUE,NA,NEUTRAL,HIGH,Healthcare,Project involves healthcare-related aid without clear environmental or energy transition impacts,"COVID-19 vaccine provision, healthcare sector"
96227,HEALTH,Chinese Government donates COVID-19 medical supplies worth RMB 3 million in January 2021,"On January 11, 2021, the Chinese Government agreed to donate COVID-19 medical supplies worth RMB 3 million to the Government of Myanmar. The supplies were handed over on January 12. Chinese Ambassador to Myanmar Chen Hai, and Myanmar's Minister of Health and Sports, Myint Htwe, attended the handover. The supplies included protective clothing, masks and other anti-epidemic materials. The supplies arrived in Myanmar with the delegation of State Councilor and Foreign Minister Wang Yi.",NA,"# Sector
HEALTH

# Title
Chinese Government donates COVID-19 medical supplies worth RMB 3 million in January 2021

# Description
On January 11, 2021, the Chinese Government agreed to donate COVID-19 medical supplies worth RMB 3 million to the Government of Myanmar. The supplies were handed over on January 12. Chinese Ambassador to Myanmar Chen Hai, and Myanmar's Minister of Health and Sports, Myint Htwe, attended the handover. The supplies included protective clothing, masks and other anti-epidemic materials. The supplies arrived in Myanmar with the delegation of State Councilor and Foreign Minister Wang Yi.",TRUE,NA,NEUTRAL,HIGH,Healthcare,Project involves donation of medical supplies unrelated to energy or environmental impact,"COVID-19 medical supplies, protective clothing, masks, anti-epidemic materials"
96232,HEALTH,Yunnan Province of China donates 'shelter hospital' to Myanmar in July 2021,"On July 25th, 2021, a ""shelter hospital"" in Mandalay City, Myanmar was completed. The hospital was intended to open on July 26th. This hospital has 204 beds, 64 electrocardiogram monitors, 12 ventilators, special beds, and patient wash kits that are intended aid in COVID-19 relief. Yunnan Province in China contributed funding for this project.   On July 23rd, the Chinese Consulate General in Mandalay and Chinese-funded enterprises donated 100 million kyats to purchase daily consumables for the hospital, which is recorded in Project #96985.",AidData has estimated the transaction amount for this donation based on price catalogues from the World Health Organization (WHO). Please see the TUFF Methodology for additional details.,"# Sector
HEALTH

# Title
Yunnan Province of China donates 'shelter hospital' to Myanmar in July 2021

# Description
On July 25th, 2021, a ""shelter hospital"" in Mandalay City, Myanmar was completed. The hospital was intended to open on July 26th. This hospital has 204 beds, 64 electrocardiogram monitors, 12 ventilators, special beds, and patient wash kits that are intended aid in COVID-19 relief. Yunnan Province in China contributed funding for this project.   On July 23rd, the Chinese Consulate General in Mandalay and Chinese-funded enterprises donated 100 million kyats to purchase daily consumables for the hospital, which is recorded in Project #96985.",TRUE,NA,NEUTRAL,HIGH,Healthcare and Education Facilities,Project is focused on healthcare infrastructure with no direct environmental or energy transition impact,"Shelter hospital construction, COVID-19 relief focus, healthcare equipment provision"
96238,HEALTH,China People's Liberation Army donates COVID-19 medical supplies to military of Myanmar in May 2021,"On May 4, 2021, a donation ceremony was held at the First Military Hospital in Myanmar to donate anti-epidemic materials to the Myanmar military. The donation was made by the expert anti-epidemic group of the People's Liberation Army of China, in order to aid Myanmar in its fight against the pandemic.",NA,"# Sector
HEALTH

# Title
China People's Liberation Army donates COVID-19 medical supplies to military of Myanmar in May 2021

# Description
On May 4, 2021, a donation ceremony was held at the First Military Hospital in Myanmar to donate anti-epidemic materials to the Myanmar military. The donation was made by the expert anti-epidemic group of the People's Liberation Army of China, in order to aid Myanmar in its fight against the pandemic.",TRUE,NA,NEUTRAL,HIGH,Healthcare,Project is focused on healthcare and pandemic response without direct environmental or energy transition implications,"Donation of medical supplies, COVID-19 pandemic response, healthcare sector"
96518,HEALTH,Chinese government donates anti-epidemic materials to Myanmar in September 2021,"Between September 3 and September 6 of 2021 a delivery ceremony for a Myanmar-bound donation of anti-epidemic materials was held in Kunming, Yunnan Province, China and was hosted by the Yunnan Provincial Government. Materials included in the donation were Sinopharm vaccines, respirators, oxygen machines, antigen detection kits, medical protective masks, and medical protective clothing among others. The donation was intended to aid Myanmar in their fight against COVID-19.   Among the officials in attendance were Vice Governor of Yunnan Province Li Malin, Vice Chairman of China International Development Cooperation Agency (CIDCA) Deng Boqing, Chinese Ambassador to Myanmar Chen Hai, Consul General in Mandalay Chen Chen, Myanmar Consul General in Kunming U Da Aung, and Governor Wei Gang of Dehong Prefecture of Yunnan Province.","1. Source ID# 177818 is a video source. 2. Source ID# 177819 and Source ID# 177818 appear to have two conflicting dates regarding when the delivery ceremony was held. For this reason, to err on the side of caution, AidData codes the commitment date as September 6.","# Sector
HEALTH

# Title
Chinese government donates anti-epidemic materials to Myanmar in September 2021

# Description
Between September 3 and September 6 of 2021 a delivery ceremony for a Myanmar-bound donation of anti-epidemic materials was held in Kunming, Yunnan Province, China and was hosted by the Yunnan Provincial Government. Materials included in the donation were Sinopharm vaccines, respirators, oxygen machines, antigen detection kits, medical protective masks, and medical protective clothing among others. The donation was intended to aid Myanmar in their fight against COVID-19.   Among the officials in attendance were Vice Governor of Yunnan Province Li Malin, Vice Chairman of China International Development Cooperation Agency (CIDCA) Deng Boqing, Chinese Ambassador to Myanmar Chen Hai, Consul General in Mandalay Chen Chen, Myanmar Consul General in Kunming U Da Aung, and Governor Wei Gang of Dehong Prefecture of Yunnan Province.",TRUE,NA,NEUTRAL,HIGH,Social Development,"Project is focused on healthcare aid and epidemic response, with no direct environmental or energy transition impact","Donation of medical supplies including vaccines, respirators, and protective equipment for COVID-19 response"
96530,GOVERNMENT AND CIVIL SOCIETY,China provides civil service training for Myanmar government employees in December 2021,"On December 14, 2021, China's Ministry of Commerce and National Academy of Governance hosted the online opening ceremony of the Myanmar Civil Servant Trainer Ceremony. 45 Myanmar civil servant trainers participated in the seminar.  Among officials in attendance of the ceremony were Chinese Ambassador to Myanmar, Chen Hai, and Economic and Commercial Counselor of the Chinese Embassy in Myanmar, U San Myint. This is the second time the Chinese government has provided civil service training for Myanmar government employees; the first incidence is catalogued in Project ID#88709.",NA,"# Sector
GOVERNMENT AND CIVIL SOCIETY

# Title
China provides civil service training for Myanmar government employees in December 2021

# Description
On December 14, 2021, China's Ministry of Commerce and National Academy of Governance hosted the online opening ceremony of the Myanmar Civil Servant Trainer Ceremony. 45 Myanmar civil servant trainers participated in the seminar.  Among officials in attendance of the ceremony were Chinese Ambassador to Myanmar, Chen Hai, and Economic and Commercial Counselor of the Chinese Embassy in Myanmar, U San Myint. This is the second time the Chinese government has provided civil service training for Myanmar government employees; the first incidence is catalogued in Project ID#88709.",TRUE,NA,NEUTRAL,HIGH,Social Development,Project focuses on civil service training without direct environmental or energy transition impacts,"Civil service training program, government capacity building focus"
96531,"AGRICULTURE, FORESTRY, FISHING",China's Ministry of Commerce (MOFCOM) and Academy of Tropical Agricultural Sciences (CATAS) provide Tropical Crop Cultivation training for Myanmar trainees,"On November 16, 2021, an opening ceremony marked the commencement of the 21-day online Training Course on Improved Varieties Breeding of Tropical Crops for Myanmar. The course was hosted by China's Ministry of Commerce (MOFCOM) and delivered by the Chinese Academy of Tropical Agricultural Sciences (CATAS) and was intended to train individuals to become professionals in the field of Myanmar's tropical agriculture development. This training course arranges training courses on fine varieties of tropical crops such as flowers, sugarcane, vanilla, cassava, cocoa, rubber, lychee, coffee, etc., as well as the quality and safety of tropical agricultural products in China and the planning of modern agricultural industrial parks. Students travel to various tropical crop demonstration bases. This training course will help Myanmar cultivate more urgently needed professionals in the field of tropical agriculture, promote the development of tropical agriculture in Myanmar, expand bilateral agricultural cooperation, and benefit the Myanmar people. A total of 22 trainees participated in the course.  The course was held online because of the COVID-19 pandemic.",NA,"# Sector
AGRICULTURE, FORESTRY, FISHING

# Title
China's Ministry of Commerce (MOFCOM) and Academy of Tropical Agricultural Sciences (CATAS) provide Tropical Crop Cultivation training for Myanmar trainees

# Description
On November 16, 2021, an opening ceremony marked the commencement of the 21-day online Training Course on Improved Varieties Breeding of Tropical Crops for Myanmar. The course was hosted by China's Ministry of Commerce (MOFCOM) and delivered by the Chinese Academy of Tropical Agricultural Sciences (CATAS) and was intended to train individuals to become professionals in the field of Myanmar's tropical agriculture development. This training course arranges training courses on fine varieties of tropical crops such as flowers, sugarcane, vanilla, cassava, cocoa, rubber, lychee, coffee, etc., as well as the quality and safety of tropical agricultural products in China and the planning of modern agricultural industrial parks. Students travel to various tropical crop demonstration bases. This training course will help Myanmar cultivate more urgently needed professionals in the field of tropical agriculture, promote the development of tropical agriculture in Myanmar, expand bilateral agricultural cooperation, and benefit the Myanmar people. A total of 22 trainees participated in the course.  The course was held online because of the COVID-19 pandemic.",TRUE,NA,NEUTRAL,HIGH,Social Development,Project focuses on agricultural training and capacity building without clear environmental or energy transition impacts,"Training course on tropical crop cultivation, agricultural development focus, capacity building for Myanmar professionals"
96532,HEALTH,Chongqing Municipal People's Government donates anti-epidemic materials to Myanmar,"On August 13, 2021, the Chongqing Municipal People's Government held a ceremony which marked the commencement of the transportation of a Myanmar-bound donation. The donation was intended to help Myanmar in their efforts against COVID-19 and consisted of oxygen masks, surgical masks, and protective clothing among other materials.   Zhang Yongwu, director of the Foreign Affairs Office of the municipal government, Wang Wen, deputy director of the Foreign Affairs Office of Banan District, Chongqing Pharmaceutical Group, Chongqing Public Transport ASEAN International Logistics Co., Ltd. and other districts and enterprises attended the departure ceremony.",NA,"# Sector
HEALTH

# Title
Chongqing Municipal People's Government donates anti-epidemic materials to Myanmar

# Description
On August 13, 2021, the Chongqing Municipal People's Government held a ceremony which marked the commencement of the transportation of a Myanmar-bound donation. The donation was intended to help Myanmar in their efforts against COVID-19 and consisted of oxygen masks, surgical masks, and protective clothing among other materials.   Zhang Yongwu, director of the Foreign Affairs Office of the municipal government, Wang Wen, deputy director of the Foreign Affairs Office of Banan District, Chongqing Pharmaceutical Group, Chongqing Public Transport ASEAN International Logistics Co., Ltd. and other districts and enterprises attended the departure ceremony.",TRUE,NA,NEUTRAL,HIGH,Social Development,Project focuses on health-related donations with no direct environmental or energy transition impact,"Donation of anti-epidemic materials including oxygen masks, surgical masks, and protective clothing"
96973,HEALTH,"Chinese government funds $760,600 medical waste management project in Myanmar (linked to project ID#96431, 96974, 96975, 96976)","In 2021, China sponsored a $760,600 medical waste management project in Myanmar. This donation was made in response to the COVID-19 pandemic. The project was financed through the South-South Cooperation Assistance Fund (SSCAF). The United Nations Development Programme (UNDP) was a partner agency for this project. This project was part of a larger donation of $5 million for medical waste management in five countries: the Philippines (project ID#96431), Myanmar, Cambodia (project ID#96974), Nepal (project ID#96975), and Laos (project ID#96976).   The project provided technical support on healthcare waste treatment to contain the epidemic and protect the environment. This initiative cost 76% of the funds allocated for Myanmar.  Providing advocacy, information sharing, and communication support on COVID-19 to the poor population and vulnerable groups used 6% of the Myanmar total donation. Provide training courses to the targeted groups was 15% of the total allocated funds. Communication and visibility of the project at the local level cost 2% of the Myanmar funds. 58% of the budget was used for equipment procurement, while 40% was used for technical support and training activities.",NA,"# Sector
HEALTH

# Title
Chinese government funds $760,600 medical waste management project in Myanmar (linked to project ID#96431, 96974, 96975, 96976)

# Description
In 2021, China sponsored a $760,600 medical waste management project in Myanmar. This donation was made in response to the COVID-19 pandemic. The project was financed through the South-South Cooperation Assistance Fund (SSCAF). The United Nations Development Programme (UNDP) was a partner agency for this project. This project was part of a larger donation of $5 million for medical waste management in five countries: the Philippines (project ID#96431), Myanmar, Cambodia (project ID#96974), Nepal (project ID#96975), and Laos (project ID#96976).   The project provided technical support on healthcare waste treatment to contain the epidemic and protect the environment. This initiative cost 76% of the funds allocated for Myanmar.  Providing advocacy, information sharing, and communication support on COVID-19 to the poor population and vulnerable groups used 6% of the Myanmar total donation. Provide training courses to the targeted groups was 15% of the total allocated funds. Communication and visibility of the project at the local level cost 2% of the Myanmar funds. 58% of the budget was used for equipment procurement, while 40% was used for technical support and training activities.",TRUE,NA,NEUTRAL,HIGH,Social Development,"Project focuses on medical waste management and COVID-19 response, with no direct energy or environmental transition implications","Medical waste management project, COVID-19 response, healthcare waste treatment, technical support and training activities"
