aid_data_record_id,sector_name,title,description,staff_comments,combined_text,success,error_message,primary_class,confidence,project_type,justification,evidence
30080,EDUCATION,Chinese Government provides RMB 11 million grant for Primary School Construction Project,"On January 21, 2011, China’s Ambassador in Comoros signed a grant agreement with the Ministry of Education of Comoros for the Primary School Construction project.  China’s Ministry of Commerce was the source of grant funding and it committed RMB 11 million in total.  This project involved the construction of three primary schools on each of the three islands of Comoros (Anjouan, Grand Comore, and Mwali).  Each school was designed with six classrooms and two offices in order to accommodate 240 students.  Shenyang International Economic and Technical Cooperation Corporation was the contractor responsible for implementation.    This project officially commenced on on September 7, 2012. However, it faced delays due to torrential rains on the island Grande Comore that took place shortly after construction began.   The handover ceremony for all three schools took place on July 11, 2013 and was attended by many dignitaries from both governments. The Chinese Embassy also donated 720 school bags with notebooks, writing boards, erasers, pencils, 24 footballs, 18 basketballs, and 18 volleyballs to the schools.",This project is also known as the Comoros-China Friendship School Construction Project. The French project title is Ecole d'amitié Chine-Comores. The Chinese project title is 科摩罗三所小学校项目 or 三所小学校.,"# Sector
EDUCATION

# Title
Chinese Government provides RMB 11 million grant for Primary School Construction Project

# Description
On January 21, 2011, China’s Ambassador in Comoros signed a grant agreement with the Ministry of Education of Comoros for the Primary School Construction project.  China’s Ministry of Commerce was the source of grant funding and it committed RMB 11 million in total.  This project involved the construction of three primary schools on each of the three islands of Comoros (Anjouan, Grand Comore, and Mwali).  Each school was designed with six classrooms and two offices in order to accommodate 240 students.  Shenyang International Economic and Technical Cooperation Corporation was the contractor responsible for implementation.    This project officially commenced on on September 7, 2012. However, it faced delays due to torrential rains on the island Grande Comore that took place shortly after construction began.   The handover ceremony for all three schools took place on July 11, 2013 and was attended by many dignitaries from both governments. The Chinese Embassy also donated 720 school bags with notebooks, writing boards, erasers, pencils, 24 footballs, 18 basketballs, and 18 volleyballs to the schools.",TRUE,NA,NEUTRAL,HIGH,Social Development,Project focuses on education infrastructure development without direct environmental or energy transition impacts,"Construction of primary schools, educational materials donation, no energy-related components"
73525,HEALTH,"Chinese Government dispatches 6th medical team to El-Maarouf National Hospital Center, Fomboni Hospital, and Hombo Hospital","Since 1994, Guangxi Province has been sending medical teams to Comoros every two years. In 2006, the Chinese Government dispatched the 6th Chinese medical team to Comoros. The team was stationed at El-Maarouf National Hospital Center (Le Centre hospitalier national El-Maarouf) on the island of Grande Comore, Fomboni Hospital (L’hôpital de Fomboni or Centre Hospitalier de Fomboni) on the island of Mwali, and Hombo Hospital (L’hôpital Hombo) on the island of Anjouan. The team completed its term of service between 2006 and 2008.",NA,"# Sector
HEALTH

# Title
Chinese Government dispatches 6th medical team to El-Maarouf National Hospital Center, Fomboni Hospital, and Hombo Hospital

# Description
Since 1994, Guangxi Province has been sending medical teams to Comoros every two years. In 2006, the Chinese Government dispatched the 6th Chinese medical team to Comoros. The team was stationed at El-Maarouf National Hospital Center (Le Centre hospitalier national El-Maarouf) on the island of Grande Comore, Fomboni Hospital (L’hôpital de Fomboni or Centre Hospitalier de Fomboni) on the island of Mwali, and Hombo Hospital (L’hôpital Hombo) on the island of Anjouan. The team completed its term of service between 2006 and 2008.",TRUE,NA,NEUTRAL,HIGH,Healthcare and Education Facilities,Project focuses on healthcare services without direct environmental or energy transition impacts,"Medical team dispatch to hospitals, healthcare sector focus"
1060,WATER SUPPLY AND SANITATION,Chinese Government provides CFA 2.3 billion grant for Oyo Water Supply Project,"In June 2006, the Chinese Government signed a grant agreement with the Government of the Republic of Congo for the Oyo Water Supply Project. China’s Ministry of Commerce (MOFCOM) was the source of grant funding and it reportedly committed CFA 2.3 billion in total.   The purpose of the project was to improve potable water supply in Oyo. The project, which was located in the town of Oyo, included a 500m³ water tower, water treatment room, integrated pump room, generator room, 400m³ clear water pool, 50m³ waste water pool, water source well pumping station and ancillary works, three pump rooms of water well outside the water plant and 11km outdoor water supply pipe line. In addition, it included the construction of a water plant to supply water to local residents. Weihai International Economic & Technical Cooperative Co., Ltd. was the contractor responsible for implementation. It signed a construction contract on December 3, 2008. The project commenced on December 19, 2008 and was completed in May 2010. It was officially handed over to the Congolese authorities on March 25, 2011.","The French project title is Projet d’adduction d’eau potable à Oyo or La réalisation du réseau d’adduction d’eau potable de Oyo. The Chinese project title is 中国援刚果（布）奥尤供水项目 or 援刚果（布）奥约市供水项目 or 奥约供水项目 or 援刚果（布）奥约供水项目. There are some indications that this project may have been partially financed with the proceeds from an interest-free loan that was signed on March 23, 2008 (see Project ID#30494). However, AidData has not yet independently confirmed that the Congolese authorities drew down on the March 23, 2008 loan to support this project, so it is coded as grant-financed for the time being.","# Sector
WATER SUPPLY AND SANITATION

# Title
Chinese Government provides CFA 2.3 billion grant for Oyo Water Supply Project

# Description
In June 2006, the Chinese Government signed a grant agreement with the Government of the Republic of Congo for the Oyo Water Supply Project. China’s Ministry of Commerce (MOFCOM) was the source of grant funding and it reportedly committed CFA 2.3 billion in total.   The purpose of the project was to improve potable water supply in Oyo. The project, which was located in the town of Oyo, included a 500m³ water tower, water treatment room, integrated pump room, generator room, 400m³ clear water pool, 50m³ waste water pool, water source well pumping station and ancillary works, three pump rooms of water well outside the water plant and 11km outdoor water supply pipe line. In addition, it included the construction of a water plant to supply water to local residents. Weihai International Economic & Technical Cooperative Co., Ltd. was the contractor responsible for implementation. It signed a construction contract on December 3, 2008. The project commenced on December 19, 2008 and was completed in May 2010. It was officially handed over to the Congolese authorities on March 25, 2011.",TRUE,NA,NEUTRAL,HIGH,General Infrastructure,Project focuses on water supply infrastructure without clear environmental or energy transition impacts,"Water supply infrastructure including water tower, treatment facilities, and pipelines; no energy-related components mentioned"
1074,TRANSPORT AND STORAGE,China Eximbank provides RMB 250 million government concessional loan for MA60 Aircraft Acquisition Project,"On June 19, 2006, China Eximbank and the Republic of Congo signed an RMB 250 million government concessional loan (GCL) agreement [CHINA EXIMBANK GCL N°. 15 (2006) TOTAL No. (157)] for the MA60 Aircraft Acquisition Project. This loan was subsequently approved by a Republic of Congo decree (Decree 2007-319) on July 2, 2006. The loan carried the following terms: a maturity of 20 years, a grace period of 8 years, a 2% interest rate, a 0% default (penalty) interest rate, a management fee of 3.50%, and a commitment fee of 0.30%. The loan was to be used by the borrower to finance a commercial contract [N° ATE-CON-05M0165] between China National Aero-Technology Import & Export Corporation (CATIC, Chinese: 中航技进出口有限责任公司) and the Republic of Congo’s Ministry of of Transport and Civil Aviation, which was signed on December 13, 2005.   The purpose of this project was to facilitate the acquisition of two MA60 aircraft to expand Air Congo’s existing fleet of aircraft. CATIC was the contractor responsible for implementation. The MA60s were manufactured by Xi'an Aircraft International Corporation. The aircraft were successfully delivered on September 2, 2007.  However, there are some indications that the China Eximbank loan for the MA60 Aircraft Acquisition Project may have financially underperformed vis-a-vis the original expectations of the lender. In 2020, China Eximbank and the Republic of Congo signed a debt suspension agreement as part of the G-20 Debt Service Suspension Initiative (DSSI). Under the terms of the agreement, the lender agreed to suspend principal and interest payments due between May 1, 2020 and December 31, 2020 under multiple buyer’s credit loan (BCL) agreements and multiple government concessional loan (GCL) agreements (as captured via Project ID#95566 and ID#95571).  Debt service payments under many of these loan agreements were again deferred in 2021 (as captured via Project ID#95573, 95572, 95570, and 95568). The IMF assessed the Republic of Congo to be in debt distress in 2021, 2022, and 2023.","1. This project is also known as the MA 60 Aircraft Acquisition Project or the MA-60 Aircraft Acquisition Project. The French project title is Project D'Acquisition D'Aeronefs MA 60. 2. In the database of Chinese loan commitments that SAIS-CARI released in July 2020, it identifies the loan commitment year as 2007. However, AidData records the loan commitment year as 2006 based on the precise date (June 19, 2006) when the loan agreement [CHINA EXIMBANK GCL N°. 15 (2006) TOTAL No. (157)] was signed.3. The loan agreement can be accessed in its entirely via https://www.dropbox.com/s/cubdwica82budzg/2006%20China%20Eximbank%20Loan%20to%20Republic%20of%20Congo.pdf?dl=0..","# Sector
TRANSPORT AND STORAGE

# Title
China Eximbank provides RMB 250 million government concessional loan for MA60 Aircraft Acquisition Project

# Description
On June 19, 2006, China Eximbank and the Republic of Congo signed an RMB 250 million government concessional loan (GCL) agreement [CHINA EXIMBANK GCL N°. 15 (2006) TOTAL No. (157)] for the MA60 Aircraft Acquisition Project. This loan was subsequently approved by a Republic of Congo decree (Decree 2007-319) on July 2, 2006. The loan carried the following terms: a maturity of 20 years, a grace period of 8 years, a 2% interest rate, a 0% default (penalty) interest rate, a management fee of 3.50%, and a commitment fee of 0.30%. The loan was to be used by the borrower to finance a commercial contract [N° ATE-CON-05M0165] between China National Aero-Technology Import & Export Corporation (CATIC, Chinese: 中航技进出口有限责任公司) and the Republic of Congo’s Ministry of of Transport and Civil Aviation, which was signed on December 13, 2005.   The purpose of this project was to facilitate the acquisition of two MA60 aircraft to expand Air Congo’s existing fleet of aircraft. CATIC was the contractor responsible for implementation. The MA60s were manufactured by Xi'an Aircraft International Corporation. The aircraft were successfully delivered on September 2, 2007.  However, there are some indications that the China Eximbank loan for the MA60 Aircraft Acquisition Project may have financially underperformed vis-a-vis the original expectations of the lender. In 2020, China Eximbank and the Republic of Congo signed a debt suspension agreement as part of the G-20 Debt Service Suspension Initiative (DSSI). Under the terms of the agreement, the lender agreed to suspend principal and interest payments due between May 1, 2020 and December 31, 2020 under multiple buyer’s credit loan (BCL) agreements and multiple government concessional loan (GCL) agreements (as captured via Project ID#95566 and ID#95571).  Debt service payments under many of these loan agreements were again deferred in 2021 (as captured via Project ID#95573, 95572, 95570, and 95568). The IMF assessed the Republic of Congo to be in debt distress in 2021, 2022, and 2023.",TRUE,NA,NEUTRAL,HIGH,General Infrastructure,Project focuses on aircraft acquisition for transportation purposes without clear environmental or energy transition impacts,"Acquisition of two MA60 aircraft for Air Congo's fleet, transport sector focus"
1075,HEALTH,China donates medical equipment to Congo,"On June 19, 2006 during Chinese Premier Wen Jiabao's visit to Congo, he presented a donation of medicines and computers to the Congolese government for use in hospitals where Chinese medical teams were serving.  The value of this donation is unknown.",NA,"# Sector
HEALTH

# Title
China donates medical equipment to Congo

# Description
On June 19, 2006 during Chinese Premier Wen Jiabao's visit to Congo, he presented a donation of medicines and computers to the Congolese government for use in hospitals where Chinese medical teams were serving.  The value of this donation is unknown.",TRUE,NA,NEUTRAL,HIGH,Healthcare and Education Facilities,"Project involves donation of medical equipment and computers for healthcare purposes, with no direct environmental or energy transition impact","Donation of medicines and computers for hospital use, healthcare sector focus"
1076,EDUCATION,China funds scholarships for 30 Congolese students,"In an official visit to the Congo, Wen Jiabao claimed that China funds scholarships to allow over 30 Congolese students to study abroad in China per year. The commitment year or financial amount for this project is yet unknown.",NA,"# Sector
EDUCATION

# Title
China funds scholarships for 30 Congolese students

# Description
In an official visit to the Congo, Wen Jiabao claimed that China funds scholarships to allow over 30 Congolese students to study abroad in China per year. The commitment year or financial amount for this project is yet unknown.",TRUE,NA,NEUTRAL,HIGH,Social Development,Project focuses on education and human development without direct environmental or energy transition impacts,"Scholarships for Congolese students, education-focused initiative"
12892,TRANSPORT AND STORAGE,"China Eximbank provides $85 million loan for Owando-Makoua Section of Owando-Makoua-Ouesso Road (RN2) Construction Project (Linked to Project ID#60219, #72791, #72792)","On June 19, 2006, China Eximbank and the Republic of Congo signed a $1.6 billion loan framework agreement — also known in the Republic of Congo as the “strategic partnership” (“partenariat stratégique”) — that allowed the Republic of Congo to obtain China Eximbank loans for infrastructure projects through a securitization mechanism: Société Nationales des Pétroles Congolais (SNPC)—the country’s state-owned oil company — agreed to deposit a portion of the cash proceeds from its oil exports into an escrow account that is controlled by China Eximbank. This framework agreement (captured in Project ID#60219) was ratified on October 26, 2006.   Three of the subsidiary loans that were approved through the framework agreement included an $85 million loan for the Owando-Makoua Section of the Owando-Makoua-Ouesso Road (RN2) Construction Project (captured in Project ID#12892), a $76 million loan for the Makoua-Mambili Section of the Owando-Makoua-Ouesso Road (RN2) Construction Project (captured in Project ID#72791), and a $69 million loan for the Mambili Bridge Project Construction Project (captured in Project ID#72792).   The borrowing terms of these loans were as follows: 0.25% interest rate, 20-year maturity, and a 5-year grace period. The (principal) amount outstanding under these three loans was $38,226,782 as of December 31, 2019. All three projects supported Phase 1 of the Owando-Makoua-Ouesso Road (RN2) Construction Project (also known as the Owando-Makoua-Liouesso-Ouesso Highway Project), which sought to connect the country’s political capital (Brazzaville) with its economic capital (Pointe-Noire) in the north of the country.   The Owando-Makoua Section of the Owando-Makoua-Ouesso Road (RN2) Construction Project involved the construction of a 73 km segment along National Route 2 (NR2) from Owando to Makoua. The Makoua-Mambili Section of the Owando-Makoua-Ouesso Road (RN2) Construction Project involved the construction of a 56 km road segment from Makoua to Mambili. The Mambili Bridge Project Construction Project involved construction of a bridge over the Mambili River along National Route 2 (RN2).  All three projects were undertaken by China Road and Bridge Corporation (CRBC). Their construction began on June 18, 2008 and ended on May 15, 2012.","1. The French project title is Bitumage de la route Owando-Makoua. The Chinese project title is 奥旺多－马库阿－芒比例公路项目 or 中国路桥2号路 or 国家2号公路 or 奥旺多-马库阿-芒比利（2号）公路. 2. One source identifies the face value of a single China Eximbank loan for the Owando-Makoua-Liouesso-Ouesso Highway Project as 116409000000 CFA Francs. However, this value is roughly equivalent to the sum ($230 million) of the 3 China Eximbank loans for the Owando-Makoua Section of the Owando-Makoua-Ouesso Road (RN2) Construction Project ($85 million), the Makoua-Mambili Section of the Owando-Makoua-Ouesso Road (RN2) Construction Project ($76 million), and the Mambili Bridge Construction Project ($69 million). In the database of Chinese loan commitments that SAIS-CARI released in July 2020, it identifies a single $303 million China Eximbank loan for Phase 1 of the Owando-Makoua-Ouesso Road (RN2) Construction Project. AidData records three separate China Eximbank loans for the Owando-Makoua Section of the Owando-Makoua-Ouesso Road (RN2) Construction Project, the Makoua-Mambili Section of the Owando-Makoua-Ouesso Road (RN2) Construction Project, and the Mambili Bridge Construction Project that the Congolese authorities disclosed to the World Bank and the World Bank reported in its September 2014 Republic of Congo Economic Update publication.","# Sector
TRANSPORT AND STORAGE

# Title
China Eximbank provides $85 million loan for Owando-Makoua Section of Owando-Makoua-Ouesso Road (RN2) Construction Project (Linked to Project ID#60219, #72791, #72792)

# Description
On June 19, 2006, China Eximbank and the Republic of Congo signed a $1.6 billion loan framework agreement — also known in the Republic of Congo as the “strategic partnership” (“partenariat stratégique”) — that allowed the Republic of Congo to obtain China Eximbank loans for infrastructure projects through a securitization mechanism: Société Nationales des Pétroles Congolais (SNPC)—the country’s state-owned oil company — agreed to deposit a portion of the cash proceeds from its oil exports into an escrow account that is controlled by China Eximbank. This framework agreement (captured in Project ID#60219) was ratified on October 26, 2006.   Three of the subsidiary loans that were approved through the framework agreement included an $85 million loan for the Owando-Makoua Section of the Owando-Makoua-Ouesso Road (RN2) Construction Project (captured in Project ID#12892), a $76 million loan for the Makoua-Mambili Section of the Owando-Makoua-Ouesso Road (RN2) Construction Project (captured in Project ID#72791), and a $69 million loan for the Mambili Bridge Project Construction Project (captured in Project ID#72792).   The borrowing terms of these loans were as follows: 0.25% interest rate, 20-year maturity, and a 5-year grace period. The (principal) amount outstanding under these three loans was $38,226,782 as of December 31, 2019. All three projects supported Phase 1 of the Owando-Makoua-Ouesso Road (RN2) Construction Project (also known as the Owando-Makoua-Liouesso-Ouesso Highway Project), which sought to connect the country’s political capital (Brazzaville) with its economic capital (Pointe-Noire) in the north of the country.   The Owando-Makoua Section of the Owando-Makoua-Ouesso Road (RN2) Construction Project involved the construction of a 73 km segment along National Route 2 (NR2) from Owando to Makoua. The Makoua-Mambili Section of the Owando-Makoua-Ouesso Road (RN2) Construction Project involved the construction of a 56 km road segment from Makoua to Mambili. The Mambili Bridge Project Construction Project involved construction of a bridge over the Mambili River along National Route 2 (RN2).  All three projects were undertaken by China Road and Bridge Corporation (CRBC). Their construction began on June 18, 2008 and ended on May 15, 2012.",TRUE,NA,NEUTRAL,HIGH,General Infrastructure,Road construction project with no clear environmental or energy transition impacts,Construction of 73 km road segment and bridge as part of national highway project
59241,TRANSPORT AND STORAGE,China Eximbank provides $53 million loan for Ollombo Airport Construction Project (Linked to Project ID#60219),"On June 19, 2006, China Eximbank and the Republic of Congo signed a $1.6 billion loan framework agreement — also known in the Republic of Congo as the “strategic partnership” (“partenariat stratégique”) — that allowed the Republic of Congo to obtain China Eximbank loans for infrastructure projects through a securitization mechanism: Société Nationales des Pétroles Congolais (SNPC)—the country’s state-owned oil company—agreed to deposit a portion of the cash proceeds from its oil exports into an escrow account that is controlled by China Eximbank. This framework agreement (captured in Project ID#60219) was ratified on October 26, 2006.   One of the subsidiary loans that was approved through the framework agreement was a $53 million loan in 2006 for the Ollombo Airport Construction Project. The estimated borrowing terms of the loan are as follows: 0.25% interest rate, 16.5-year maturity, and 4-year grace period. Its (principal) amount outstanding was $3,118.155 as of December 31, 2019.     This project involved the construction of Ollombo International Airport, which is located 9 km (5.6 mi) southwest of Oyo, near the village of Ollombo, and 450 km north of Brazzaville. More specifically, the project involved the construction of terminals, a tower, and power control center. China Jiangsu International Economic Technical Cooperation Corporation was the contractor responsible for project implementation.   A project commencement ceremony took place on August 12, 2007. However, construction did not begin until October 2008 and ended on March 13, 2013.   China Jiangsu International also carried out works on the Ollombo Airport Garage, between November 2013 and August 2014, but it is unclear if these works were funded with the proceeds from the same loan.","1. This project is also known as the Oyo Ollombo Airport Construction Project. The Chinese project title is 奥龙博机场项目 or 奥龙博机场 or 江苏国际Ollombo机场 or 刚果(布）ollombo机场项目. The French project title is La construction des installations terminales de l’aéroport d’Ollombo or Aéroport International Denis SASSOU-N’GUESSO d’Ollombo. 2. The loan that supported this project is not included in the database of Chinese loan commitments that SAIS-CARI released in July 2020. Nor is it included in the the Chinese Overseas Development Finance Dataset published by Boston University’s Global Development Policy Center in December 2020. However, the Congolese authorities disclosed the receipt of this loan to the World Bank, which it in turn reported in a September 2014 Republic of Congo Economic Update publication. 3. According to a 2019 report published by the Republic of Congo’s National Assembly, all loans approved under the framework agreement had an interest rate of 0.25%, maturities between 13 years and 20 years, and grace periods between 3 and 5 years. Therefore, since the maturity of the China Eximbank loan for the Ollombo Airport Construction Project is missing, AidData imputes a value (16.5 years) at the middle of the distribution of this maturity range as an approximation. Likewise, since the grace period of the loan is missing, AidData imputes a value (4 years) at the middle of the distribution of this range as an approximation.","# Sector
TRANSPORT AND STORAGE

# Title
China Eximbank provides $53 million loan for Ollombo Airport Construction Project (Linked to Project ID#60219)

# Description
On June 19, 2006, China Eximbank and the Republic of Congo signed a $1.6 billion loan framework agreement — also known in the Republic of Congo as the “strategic partnership” (“partenariat stratégique”) — that allowed the Republic of Congo to obtain China Eximbank loans for infrastructure projects through a securitization mechanism: Société Nationales des Pétroles Congolais (SNPC)—the country’s state-owned oil company—agreed to deposit a portion of the cash proceeds from its oil exports into an escrow account that is controlled by China Eximbank. This framework agreement (captured in Project ID#60219) was ratified on October 26, 2006.   One of the subsidiary loans that was approved through the framework agreement was a $53 million loan in 2006 for the Ollombo Airport Construction Project. The estimated borrowing terms of the loan are as follows: 0.25% interest rate, 16.5-year maturity, and 4-year grace period. Its (principal) amount outstanding was $3,118.155 as of December 31, 2019.     This project involved the construction of Ollombo International Airport, which is located 9 km (5.6 mi) southwest of Oyo, near the village of Ollombo, and 450 km north of Brazzaville. More specifically, the project involved the construction of terminals, a tower, and power control center. China Jiangsu International Economic Technical Cooperation Corporation was the contractor responsible for project implementation.   A project commencement ceremony took place on August 12, 2007. However, construction did not begin until October 2008 and ended on March 13, 2013.   China Jiangsu International also carried out works on the Ollombo Airport Garage, between November 2013 and August 2014, but it is unclear if these works were funded with the proceeds from the same loan.",TRUE,NA,NEUTRAL,HIGH,General Infrastructure,Airport construction project with no clear environmental or energy transition impacts,"Construction of terminals, tower, and power control center for international airport"
68871,HEALTH,China Eximbank provides $26 million for Oyo Hospital Construction Project (Linked to Project ID#60219),"On June 19, 2006, China Eximbank and the Republic of Congo signed a $1.6 billion loan framework agreement — also known in the Republic of Congo as the “strategic partnership” (“partenariat stratégique”) — that allowed the Republic of Congo to obtain China Eximbank loans for infrastructure projects through a securitization mechanism: Société Nationales des Pétroles Congolais (SNPC)—the country’s state-owned oil company—agreed to deposit a portion of the cash proceeds from its oil exports into an escrow account that is controlled by China Eximbank. This framework agreement (captured in Project ID#60219) was ratified on October 26, 2006.   One of the subsidiary loans that was approved through the framework agreement was a $26 million loan in 2006 for the Oyo Hospital Construction Project. This loan reportedly carried the following terms: a 0.25% interest rate, a maturity of 20 years, and a grace period of 5 years. It was fully repaid by the borrower. The loan’s (principal) amount outstanding was $0 as of December 31, 2019.   The Oyo Hospital Construction Project involved the construction of a 200-bed hospital in the town of Oyo, the district of Oyo, the Central Cuvette Department, and the health district of Alima-Oyo (which serves 53,000 local residents). The hospital has several departments, including administration, general medicine, surgery, cardiology, ophthalmology, ENT, otolaryngology, urology, pharmacy, morgue, radiology, and laboratory analysis.    Beijing Uni.-Construction Group Co., Ltd. (BUCC) — also known as Beijing Residential Development & Construction Group Corporation（BRCC) — was the contractor responsible for project implementation. The project was plagued by various delays. A foundation-laying ceremony took place on May 7, 2008 and the originally scheduled project completion date was June 30, 2012. However, the hospital was not open to the public until March 10, 2017.","1. The project is also known as the the Edith Lucie Bongo Ondimba Hospital Construction Project and the Oyo General Hospital and Hospital Road Project. The French project title is Hôpital Général D’Oyo or L’Hôpital Général Edith Lucie Bongo-Ondimba (HGELBO). The Chinese project title is 奥尤医院项目 or 奥约医院 or 北京住总OYO医院 or 奥约综合医院 or 刚果（布）Oyo医院 or 刚果（布）艾迪 露希欧尤医院 or 刚果共和国OYO医院项目. 2. In the database of Chinese loan commitments that SAIS-CARI released in July 2020, it identifies a $15 million China Eximbank loan for this project. AidData records the face value of the loan ($26,000,000) that was reported by the Congolese authorities to the World Bank and reported in the World Bank’s September 2014 Republic of Congo Economic Update publication. One source suggests that a Chinese Government grant was also provided for this project. This issue merits further investigation.","# Sector
HEALTH

# Title
China Eximbank provides $26 million for Oyo Hospital Construction Project (Linked to Project ID#60219)

# Description
On June 19, 2006, China Eximbank and the Republic of Congo signed a $1.6 billion loan framework agreement — also known in the Republic of Congo as the “strategic partnership” (“partenariat stratégique”) — that allowed the Republic of Congo to obtain China Eximbank loans for infrastructure projects through a securitization mechanism: Société Nationales des Pétroles Congolais (SNPC)—the country’s state-owned oil company—agreed to deposit a portion of the cash proceeds from its oil exports into an escrow account that is controlled by China Eximbank. This framework agreement (captured in Project ID#60219) was ratified on October 26, 2006.   One of the subsidiary loans that was approved through the framework agreement was a $26 million loan in 2006 for the Oyo Hospital Construction Project. This loan reportedly carried the following terms: a 0.25% interest rate, a maturity of 20 years, and a grace period of 5 years. It was fully repaid by the borrower. The loan’s (principal) amount outstanding was $0 as of December 31, 2019.   The Oyo Hospital Construction Project involved the construction of a 200-bed hospital in the town of Oyo, the district of Oyo, the Central Cuvette Department, and the health district of Alima-Oyo (which serves 53,000 local residents). The hospital has several departments, including administration, general medicine, surgery, cardiology, ophthalmology, ENT, otolaryngology, urology, pharmacy, morgue, radiology, and laboratory analysis.    Beijing Uni.-Construction Group Co., Ltd. (BUCC) — also known as Beijing Residential Development & Construction Group Corporation（BRCC) — was the contractor responsible for project implementation. The project was plagued by various delays. A foundation-laying ceremony took place on May 7, 2008 and the originally scheduled project completion date was June 30, 2012. However, the hospital was not open to the public until March 10, 2017.",TRUE,NA,NEUTRAL,HIGH,Healthcare and Education Facilities,Project is focused on healthcare infrastructure with no direct environmental or energy transition impacts,"Construction of 200-bed hospital with various medical departments, healthcare focus"
68883,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,China Eximbank provides $45 million loan for August 15 Camp Housing Units Construction Project (Linked to Project ID#60219),"On June 19, 2006, China Eximbank and the Republic of Congo signed a $1.6 billion loan framework agreement — also known in the Republic of Congo as the “strategic partnership” (“partenariat stratégique”) — that allowed the Republic of Congo to obtain China Eximbank loans for infrastructure projects through a securitization mechanism: Société Nationales des Pétroles Congolais (SNPC)—the country’s state-owned oil company—agreed to deposit a portion of the cash proceeds from its oil exports into an escrow account that is controlled by China Eximbank. This framework agreement (captured in Project ID#60219) was ratified on October 26, 2006.   One of the subsidiary loans that was approved through the framework agreement was a $45 million loan in 2006 for August 15 Camp Housing Units Construction Project. This loan carried the following borrowing terms: 0.25% interest rate, 20-year maturity, and a 5-year grace period. The loan’s (principal) amount outstanding was $16,025,908 as of December 31, 2019.    This project involved the construction of 200 housing units in the August 15 camp (le Camp 15 août) within the capital city of Brazzaville. It also involved the construction of a kindergarten and roads for the new housing development. Weihai International Economic & Technical Cooperative Co., Ltd (WIETC) and Beijing Construction Engineering Group (BCEG) were the contractors responsible for implementation.   Construction began in September 2010 and ended in October 2013. However, according to the Republic of Congo’s Ministry of Public Works, the project was not complete until January 1, 2016.",1. This project is also known as the Social Housing Complex 815-200 Units Project. The French project title is le Camp 15 août or Logements 15 Août de Brazzaville. The Chinese project title is 815住宅项目 or 815住房项目 or 布拉柴皮拉区200套住宅.,"# Sector
OTHER SOCIAL INFRASTRUCTURE AND SERVICES

# Title
China Eximbank provides $45 million loan for August 15 Camp Housing Units Construction Project (Linked to Project ID#60219)

# Description
On June 19, 2006, China Eximbank and the Republic of Congo signed a $1.6 billion loan framework agreement — also known in the Republic of Congo as the “strategic partnership” (“partenariat stratégique”) — that allowed the Republic of Congo to obtain China Eximbank loans for infrastructure projects through a securitization mechanism: Société Nationales des Pétroles Congolais (SNPC)—the country’s state-owned oil company—agreed to deposit a portion of the cash proceeds from its oil exports into an escrow account that is controlled by China Eximbank. This framework agreement (captured in Project ID#60219) was ratified on October 26, 2006.   One of the subsidiary loans that was approved through the framework agreement was a $45 million loan in 2006 for August 15 Camp Housing Units Construction Project. This loan carried the following borrowing terms: 0.25% interest rate, 20-year maturity, and a 5-year grace period. The loan’s (principal) amount outstanding was $16,025,908 as of December 31, 2019.    This project involved the construction of 200 housing units in the August 15 camp (le Camp 15 août) within the capital city of Brazzaville. It also involved the construction of a kindergarten and roads for the new housing development. Weihai International Economic & Technical Cooperative Co., Ltd (WIETC) and Beijing Construction Engineering Group (BCEG) were the contractors responsible for implementation.   Construction began in September 2010 and ended in October 2013. However, according to the Republic of Congo’s Ministry of Public Works, the project was not complete until January 1, 2016.",TRUE,NA,NEUTRAL,HIGH,Social Development,Project focuses on housing construction and social infrastructure without clear environmental or energy transition impacts,"Construction of 200 housing units, kindergarten, and roads; no energy or industrial components mentioned"
