aid_data_record_id,sector_name,title,description,staff_comments,combined_text,success,error_message,primary_class,confidence,project_type,justification,evidence
98570,BUSINESS AND OTHER SERVICES,ICBC participates in a USD $650 million syndicated loan to San Miguel Corporation,"In September 2005, ICBC participated in a $650 million USD syndicated loan to San Miguel Corporation. ICBC (Asia) contributed $30 million USD in a 23-bank syndicate as lead arranger. This loan carried a maturity period of five years and reached financial close in late September 2005, with signing for October 2005.   Mandated lead arrangers ABN Amro, Barclays Capital, BNP Paribas, Calyon, Citigroup, HSBC, ING Bank, Standard Chartered Bank and Sumitomo Mitsui Banking Corp had a final take of $38.8m each and Mizuho Corporate Bank held $36.6m. Lead arrangers are Maybank committing $36m and DBS Bank, HVB and ICBC Asia lending $30m apiece. Arrangers are Bumiputra-Commerce Bank contributing $30m and Citic Ka Wah Bank, Commerzbank and Sumitomo Trust & Banking providing $20m each. Co-arrangers include Bank of Tokyo-Mitsubishi and Taiwan Business Bank pledging $15m apiece, NordLB taking $10m, Korea Exchange Bank lending $5m and Chiao Tung Bank with a ticket of $3m.",NA,"# Sector
BUSINESS AND OTHER SERVICES

# Title
ICBC participates in a USD $650 million syndicated loan to San Miguel Corporation

# Description
In September 2005, ICBC participated in a $650 million USD syndicated loan to San Miguel Corporation. ICBC (Asia) contributed $30 million USD in a 23-bank syndicate as lead arranger. This loan carried a maturity period of five years and reached financial close in late September 2005, with signing for October 2005.   Mandated lead arrangers ABN Amro, Barclays Capital, BNP Paribas, Calyon, Citigroup, HSBC, ING Bank, Standard Chartered Bank and Sumitomo Mitsui Banking Corp had a final take of $38.8m each and Mizuho Corporate Bank held $36.6m. Lead arrangers are Maybank committing $36m and DBS Bank, HVB and ICBC Asia lending $30m apiece. Arrangers are Bumiputra-Commerce Bank contributing $30m and Citic Ka Wah Bank, Commerzbank and Sumitomo Trust & Banking providing $20m each. Co-arrangers include Bank of Tokyo-Mitsubishi and Taiwan Business Bank pledging $15m apiece, NordLB taking $10m, Korea Exchange Bank lending $5m and Chiao Tung Bank with a ticket of $3m.",TRUE,NA,NEUTRAL,HIGH,Financial Services,The project is a syndicated loan participation with no specific environmental or energy transition focus,"Financial services transaction, no specific project details provided beyond loan participation"
42711,EMERGENCY RESPONSE,Chinese Government provides RMB 5 million grant for provision of five concrete mixers and five excavators,"On December 15, 2005, the Chinese Government donated five concrete mixers and five excavators to the Government of Romania to repair flood-affected infrastructure in Romania. The monetary value of this grant commitment is RMB 5 million (about EUR 500,000). The five concrete mixers were delivered to the Ministry of Transport, Construction and Tourism and the five excavators were delivered to the National Company for Land Planning with the Ministry of Agriculture, Forests and Rural Development.",Romania was not an ODA-eligible recipient in 2005.,"# Sector
EMERGENCY RESPONSE

# Title
Chinese Government provides RMB 5 million grant for provision of five concrete mixers and five excavators

# Description
On December 15, 2005, the Chinese Government donated five concrete mixers and five excavators to the Government of Romania to repair flood-affected infrastructure in Romania. The monetary value of this grant commitment is RMB 5 million (about EUR 500,000). The five concrete mixers were delivered to the Ministry of Transport, Construction and Tourism and the five excavators were delivered to the National Company for Land Planning with the Ministry of Agriculture, Forests and Rural Development.",TRUE,NA,NEUTRAL,HIGH,General Infrastructure,Project focuses on emergency response and infrastructure repair without clear environmental or energy transition impacts,Provision of concrete mixers and excavators for flood-affected infrastructure repair
42965,TRANSPORT AND STORAGE,CDB provides $212 million loan for production of various types of high-tech aviation equipment (Linked to Project ID #42966),"On July 1, 2005, China Development Bank and Vnesheconombank (VEB) — a Russian state-owned bank — signed a $212 million loan agreement for the pre-export activities of Russian companies and the production of various types of high-tech aviation equipment for eventual export to China. The loan has a 1-year grace period, a 3.5 year maturity, and an interest rate of 6-month LIBOR plus a 1% margin. The loan was scheduled for repayment from June 2006 to March 2009.  CDB opened an additional 300 million USD credit line with VEB in November of the same year for similar purposes (see project ID #42966).",1. AidData has estimated the all-in interest rate by adding 1% to average 6-month LIBOR in July 2005 (3.833%).,"# Sector
TRANSPORT AND STORAGE

# Title
CDB provides $212 million loan for production of various types of high-tech aviation equipment (Linked to Project ID #42966)

# Description
On July 1, 2005, China Development Bank and Vnesheconombank (VEB) — a Russian state-owned bank — signed a $212 million loan agreement for the pre-export activities of Russian companies and the production of various types of high-tech aviation equipment for eventual export to China. The loan has a 1-year grace period, a 3.5 year maturity, and an interest rate of 6-month LIBOR plus a 1% margin. The loan was scheduled for repayment from June 2006 to March 2009.  CDB opened an additional 300 million USD credit line with VEB in November of the same year for similar purposes (see project ID #42966).",TRUE,NA,NEUTRAL,HIGH,General Infrastructure,Project focuses on aviation equipment production without clear environmental or energy transition impacts,"Production of high-tech aviation equipment, no mention of energy or environmental aspects"
42966,COMMUNICATIONS,CDB provides $300 million credit facility to VEB for export of high-tech Russian goods (Linked with Project ID#42965),"On November 3, 2005, Vnesheconombank signed a $300 million credit facility (line of credit) agreement with China Development Bank (CDB).  The agreement with CDB was signed to build upon a quadrilateral cooperation agreement between Vnesheconombank, Roseximbank, Sinosure, and CDB. The funds received by Vnesheconombank were use to provide pre-export financing to Russian exporters of high-tech goods to Chinese buyers (importers).","1. Vnesheconombank (VEB) is a Russian state development corporation.2. The November 3, 2005 agreement was facilitated by an earlier, $212 million credit facility agreement with CDB, which was signed in March 2005 (as captured via Project ID#42965).","# Sector
COMMUNICATIONS

# Title
CDB provides $300 million credit facility to VEB for export of high-tech Russian goods (Linked with Project ID#42965)

# Description
On November 3, 2005, Vnesheconombank signed a $300 million credit facility (line of credit) agreement with China Development Bank (CDB).  The agreement with CDB was signed to build upon a quadrilateral cooperation agreement between Vnesheconombank, Roseximbank, Sinosure, and CDB. The funds received by Vnesheconombank were use to provide pre-export financing to Russian exporters of high-tech goods to Chinese buyers (importers).",TRUE,NA,NEUTRAL,HIGH,Financial Services,Project involves financial services for export/import activities without clear environmental or energy transition impacts,"$300 million credit facility for export of high-tech goods, no specific energy or environmental components mentioned"
66217,EMERGENCY RESPONSE,Chinese Government grants pollution and environmental equipment to Russia following a chemical plant explosion in Jilin City,"On 3 December 2005 the Chinese Government granted pollution and environmental equipment to Russia following an explosion of an industrial plant owned by Jilin Petrochemical Company, part of CNPC, which led to pollution in the Songhua and Amur rivers. China offered six sets of liquid chromatograph equipment and 150 tons of active carbon. Later on December 16th, China provided a second batch of water testing and purifying materials, including 1,000 more tons of active carbon.  One available source claims that the media around 20 December 2005 reported that nearly 3000 Chinese nationals aided in the construction of a dam to protect the water supply in the city of Khabarovsk.  It is unclear if CNPC or some other Chinese Government Institution is providing the aid.","Russia is not ODA-eligible, so the flow class has been coded as OOF-like.","# Sector
EMERGENCY RESPONSE

# Title
Chinese Government grants pollution and environmental equipment to Russia following a chemical plant explosion in Jilin City

# Description
On 3 December 2005 the Chinese Government granted pollution and environmental equipment to Russia following an explosion of an industrial plant owned by Jilin Petrochemical Company, part of CNPC, which led to pollution in the Songhua and Amur rivers. China offered six sets of liquid chromatograph equipment and 150 tons of active carbon. Later on December 16th, China provided a second batch of water testing and purifying materials, including 1,000 more tons of active carbon.  One available source claims that the media around 20 December 2005 reported that nearly 3000 Chinese nationals aided in the construction of a dam to protect the water supply in the city of Khabarovsk.  It is unclear if CNPC or some other Chinese Government Institution is providing the aid.",TRUE,NA,NEUTRAL,HIGH,Social Development,"Project focuses on emergency response and environmental cleanup following a disaster, without clear energy transition implications","Provision of pollution control equipment, water testing materials, and potential assistance in dam construction for water supply protection"
66394,BANKING AND FINANCIAL SERVICES,China Eximbank participate in $500 million syndicated loan to VEB Bank for unspecified purposes (Linked to Project ID#98766),"On July 27, 2005, China Eximbank and ICBC participated in a $500 million syndicated loan facility to Vnesheconombank (VEB Bank) — a Russian state-owned development bank — for unspecified purposes. The syndicate was led by ABN AMRO Bank, Deutsche Bank AG London and Dresdner Kleinwort Wasserstein. The loan was issued at an interest rate of LIBOR plus a margin of 90 basis points with a maturity of three years. The average 6-month LIBOR rate in July 2005 was 3.833%, so the all-in interest rate is calculated as 3.833% + 0.9% = 4.73%. AidData estimates that China Eximbank contributed $14,285,714.29 (captured via Project ID#66394) and ICBC also contributed $14,285,714.29 (captured via Project ID#98766) to this syndicated loan.  Other banks that participated in the syndicated loan include: BayernLB CALYON Citigroup Erste Bank HSBC Bank plc HSH Nordbank AG HVB Group (Bank Austria Creditanstalt/ Bayerische Hypo- und Vereinsbank AG ) ICICI Bank UK Limited ING Bank N.V. JPMorgan Chase Bank, N.A. Mizuho Corporate Bank, Ltd. The Bank of Tokyo-Mitsubishi, Ltd. LBBW Group (LRP Landesbank Rheinland-Pflaz / Landesbank Baden-Württemberg, London Branch) DZ BANK AG Deutsche ZentralGenossenschaftsbank State Bank of India, Offshore Banking Unit, Bahrain Chinatrust Commercial Bank, Offshore Banking Branch MashreqBank psc Magyar Kulkereskedelmi Bank Rt. Bank of Kaohsiung, Offshore Banking Branch Bank Overseas Chinese, Taipei Chang Hwa Commercial Bank Limited, London Branch Chiao Tung Bank, Offshore Banking Branch Emporiki Bank of Greece S.A. Fortis Bank Kommunalkredit International Bank Limited National Bank of Egypt International Persia International Bank Plc SanPaolo IMI Bank Ireland Plc Taiwan Cooperative Bank, Offshore Banking Branch Offshore Banking Branch Zürcher Kantonalbank Banca Monte dei Paschi di Siena Bank Hapoalim B.M. Raiffeisenverband Salzburg","1. The individual contributions of China Eximbank, Industrial and Commercial Bank of China (ICBC), and the remaining 33 non-Chinese banks to the syndicated loan are unknown. For the time being, AidData assumes that all 35 members of the lending syndicate contributed equal amounts ($14285714.29).","# Sector
BANKING AND FINANCIAL SERVICES

# Title
China Eximbank participate in $500 million syndicated loan to VEB Bank for unspecified purposes (Linked to Project ID#98766)

# Description
On July 27, 2005, China Eximbank and ICBC participated in a $500 million syndicated loan facility to Vnesheconombank (VEB Bank) — a Russian state-owned development bank — for unspecified purposes. The syndicate was led by ABN AMRO Bank, Deutsche Bank AG London and Dresdner Kleinwort Wasserstein. The loan was issued at an interest rate of LIBOR plus a margin of 90 basis points with a maturity of three years. The average 6-month LIBOR rate in July 2005 was 3.833%, so the all-in interest rate is calculated as 3.833% + 0.9% = 4.73%. AidData estimates that China Eximbank contributed $14,285,714.29 (captured via Project ID#66394) and ICBC also contributed $14,285,714.29 (captured via Project ID#98766) to this syndicated loan.  Other banks that participated in the syndicated loan include: BayernLB CALYON Citigroup Erste Bank HSBC Bank plc HSH Nordbank AG HVB Group (Bank Austria Creditanstalt/ Bayerische Hypo- und Vereinsbank AG ) ICICI Bank UK Limited ING Bank N.V. JPMorgan Chase Bank, N.A. Mizuho Corporate Bank, Ltd. The Bank of Tokyo-Mitsubishi, Ltd. LBBW Group (LRP Landesbank Rheinland-Pflaz / Landesbank Baden-Württemberg, London Branch) DZ BANK AG Deutsche ZentralGenossenschaftsbank State Bank of India, Offshore Banking Unit, Bahrain Chinatrust Commercial Bank, Offshore Banking Branch MashreqBank psc Magyar Kulkereskedelmi Bank Rt. Bank of Kaohsiung, Offshore Banking Branch Bank Overseas Chinese, Taipei Chang Hwa Commercial Bank Limited, London Branch Chiao Tung Bank, Offshore Banking Branch Emporiki Bank of Greece S.A. Fortis Bank Kommunalkredit International Bank Limited National Bank of Egypt International Persia International Bank Plc SanPaolo IMI Bank Ireland Plc Taiwan Cooperative Bank, Offshore Banking Branch Offshore Banking Branch Zürcher Kantonalbank Banca Monte dei Paschi di Siena Bank Hapoalim B.M. Raiffeisenverband Salzburg",TRUE,NA,NEUTRAL,HIGH,Financial Services,"Project involves a syndicated loan for unspecified purposes, falling under financial services with no clear environmental or energy transition impact","Syndicated loan facility to VEB Bank, unspecified purposes, financial sector involvement"
66456,BANKING AND FINANCIAL SERVICES,Agricultural Bank of China participates in $300 million syndicated loan to Vnesheconombank (VEB) for unspecified purposes,"In 2005, the Singapore Branch of Agricultural Bank of China syndicated a $300 million loan to Vnesheconombank (VEB) -- a state-owned development bank in Russia -- for unspecified purposes.",1. The relevant paragraph is the last paragraph on the bottom of page 15 in the OYJJ-OYS.org source.,"# Sector
BANKING AND FINANCIAL SERVICES

# Title
Agricultural Bank of China participates in $300 million syndicated loan to Vnesheconombank (VEB) for unspecified purposes

# Description
In 2005, the Singapore Branch of Agricultural Bank of China syndicated a $300 million loan to Vnesheconombank (VEB) -- a state-owned development bank in Russia -- for unspecified purposes.",TRUE,NA,NEUTRAL,HIGH,Financial Services,Loan to financial institution with unspecified purposes has no clear environmental or energy transition impact,"Syndicated loan to development bank, unspecified purposes"
66854,COMMUNICATIONS,CDB heads the provision of a 51 million USD credit facility to MegaFon for the purchase of Huawei equipment (CDB I),"In December 2005, CDB participated in a credit facility agreement with Megafon worth 51 million USD to be used for the purchase of Huawei equipment. The facility has an interest rate of LIBOR + 2.5%. The average 6-month LIBOR in December 2005 was 4.666%, so the interest rate has been calculated as 4.666 + 2.5 = 7.166%. The other banks involved in the facility were Citibank International Plc. and Citibank N.A London Branch. MegaFon refers to the facility as ""China Development Bank Credit."", the majority of the financing may be provided by CDB.  The deal was approved by Megafon's board of directors on November 14, 2005.  In December 2007, MegaFon early repaid the total amount outstanding under the credit facility. It was not stated how much was drawn down. The amounts drawn were repayable in semi-annual installments from 2007 through 2011.  CDB has provided several loan facilities to MegaFon. See project ID #66916 for CDB II, #66917 for CDB III, #66936 for CDB IV, #66953 for CDB V, #66939 for CDB VI, and #66954 for CDB VII.","For the time being, AidData has estimated the contribution of the Chinese state-owned bank by assuming that the three lenders contributed equal amounts ($17,000,000) to the loan syndicate.","# Sector
COMMUNICATIONS

# Title
CDB heads the provision of a 51 million USD credit facility to MegaFon for the purchase of Huawei equipment (CDB I)

# Description
In December 2005, CDB participated in a credit facility agreement with Megafon worth 51 million USD to be used for the purchase of Huawei equipment. The facility has an interest rate of LIBOR + 2.5%. The average 6-month LIBOR in December 2005 was 4.666%, so the interest rate has been calculated as 4.666 + 2.5 = 7.166%. The other banks involved in the facility were Citibank International Plc. and Citibank N.A London Branch. MegaFon refers to the facility as ""China Development Bank Credit."", the majority of the financing may be provided by CDB.  The deal was approved by Megafon's board of directors on November 14, 2005.  In December 2007, MegaFon early repaid the total amount outstanding under the credit facility. It was not stated how much was drawn down. The amounts drawn were repayable in semi-annual installments from 2007 through 2011.  CDB has provided several loan facilities to MegaFon. See project ID #66916 for CDB II, #66917 for CDB III, #66936 for CDB IV, #66953 for CDB V, #66939 for CDB VI, and #66954 for CDB VII.",TRUE,NA,NEUTRAL,HIGH,Financial Services,"Project involves a credit facility for telecommunications equipment purchase, with no direct environmental or energy transition impact","Credit facility for purchase of Huawei equipment, telecommunications sector focus"
67166,"INDUSTRY, MINING, CONSTRUCTION",CDB contributes to $6 billion syndicated loan for the acquisition of Baikalfinancegroup and Yuganskneftegaz (Linked to Project ID#98793),"In January 2005, the Export-Import Bank of China and China Development Bank (CDB) signed a $6 billion loan agreement with Vnesheconombank (VEB), a Russian government-owned development bank. Project ID#67166 captures CDB's contribution. Project ID#98793 captures China Eximbank's contribution  VEB, in turn, on-lent the proceeds of the loan to PJSC Rosneft Oil Company (‘Rosneft’) — a Russian state-owned oil company — to repay promissory notes from the acquisition of a 100% stake in Baikalfinancegroup and the acquisition of a 76.79% stake in Yuganskneftegaz (Yukos). The CDB and China Eximbank loan carried the following borrowing terms: a 6-year maturity and an interest rate of LIBOR plus a 3% margin.  The loan from Vnesheconombank to Rosneft was repayable in monthly installments, with the final installment being due in 2011. It initially carried interest at a rate of LIBOR plus a 3% margin, but in the first quarter of 2006 the interest rate was reduced to LIBOR plus a 0.7% margin.   Rosneft secured this loan by entering into, and pledging its receivables under, a long-term contract for the supply of crude oil to China National United Petroleum Corporation (United) in a total amount of 48.4 million tons to be delivered from 2005 through 2010 (4 million tons in 2005 and 8.88 million tons in each of the five years thereafter) at prices determined on the basis of a formula that takes into account standard international crude oil price indicators and adjusts for quality and other factors. Payments by United under the oil supply contractt were guaranteed by United’s parent company, China National Petroleum Corporation (CNPC), and China Development Bank, and China Eximbank.  The acquisitions of Baikalfinancegroup and Yuganskneftegaz (Yukos) were successfully completed, so AidData assumes that the loan from CDB and China Eximbank fully disbursed.","1. AidData has estimated the all-in interest rate by adding 3% to average 6-month LIBOR rate in January 2005 (2.891%).2. On December 22, 2004, Rosneft purchased for nominal consideration a 100% interest in Baikalfinancegroup LLC (“Baikalfinancegroup”), which had won an auction for the sale of 76.79% of the shares (100% of the common shares) of Yuganskneftegaz at a price of RUB 260.782 billion ($9.398 billion at the CBR exchange rate in effect as at the settlement date). The auction was conducted on December 19, 2004 by the Russian bailiff service to enforce tax liens against Yukos, which had previously controlled Yuganskneftegaz. Following Rosneft’s acquisition of Baikalfinancegroup, Rosneft issued loans to Baikalfinancegroup to enable it to repay the principal of and interest on the debt it had incurred to finance its deposit for the auction, and to purchase and pay for the shares of Yuganskneftegaz it had won in the auction. Baikalfinancegroup purchased and paid for these shares on December 31, 2004. The sources of the funds that Rosneft loaned to Baikalfinancegroup and also used to meet Yuganskneftegaz’’ immediate working capital requirements included: (1) borrowings characterized as long-term loans in the aggregate amount of USD 6,465 million (including $6 billion from China Eximbank and China Development Bank and $465 million from Sberbank); (2) short-term borrowings in the aggregate amount of $1.442 billion; and (3) funds, in the aggregate amount of approximately $1.746 billion, accumulated from the sale of Rosneft’s interests in the Prirazlomnoye and Shtokmanovskoye projects, including $1,344 billion from the sale of Rosneft’s 50% interest in CJSC Sevmorneftegaz. The borrowings characterized as long-term loans included $6 billion obtained from Vnesheconombank, initially through the issue of promissory notes by Rosneft and its subsidiaries in December 2004. The financing was intended to be, and was, put on a long-term basis in January 2005, when OJSC Vnesheconombank (“Vnesheconombank”) raised funds from China Development Bank and the Export-Import Bank of China and loaned the funds to Rosneft, which in turn used them to repay the promissory notes.3. The individual contribution of two lenders to this $6 billion USD syndicated loan is unknown. For the time being, AidData has estimated the contribution of CDB and China Eximbank by assuming that each lender contributed an equal amount ($3 billion USD) to the syndicated loan.","# Sector
INDUSTRY, MINING, CONSTRUCTION

# Title
CDB contributes to $6 billion syndicated loan for the acquisition of Baikalfinancegroup and Yuganskneftegaz (Linked to Project ID#98793)

# Description
In January 2005, the Export-Import Bank of China and China Development Bank (CDB) signed a $6 billion loan agreement with Vnesheconombank (VEB), a Russian government-owned development bank. Project ID#67166 captures CDB's contribution. Project ID#98793 captures China Eximbank's contribution  VEB, in turn, on-lent the proceeds of the loan to PJSC Rosneft Oil Company (‘Rosneft’) — a Russian state-owned oil company — to repay promissory notes from the acquisition of a 100% stake in Baikalfinancegroup and the acquisition of a 76.79% stake in Yuganskneftegaz (Yukos). The CDB and China Eximbank loan carried the following borrowing terms: a 6-year maturity and an interest rate of LIBOR plus a 3% margin.  The loan from Vnesheconombank to Rosneft was repayable in monthly installments, with the final installment being due in 2011. It initially carried interest at a rate of LIBOR plus a 3% margin, but in the first quarter of 2006 the interest rate was reduced to LIBOR plus a 0.7% margin.   Rosneft secured this loan by entering into, and pledging its receivables under, a long-term contract for the supply of crude oil to China National United Petroleum Corporation (United) in a total amount of 48.4 million tons to be delivered from 2005 through 2010 (4 million tons in 2005 and 8.88 million tons in each of the five years thereafter) at prices determined on the basis of a formula that takes into account standard international crude oil price indicators and adjusts for quality and other factors. Payments by United under the oil supply contractt were guaranteed by United’s parent company, China National Petroleum Corporation (CNPC), and China Development Bank, and China Eximbank.  The acquisitions of Baikalfinancegroup and Yuganskneftegaz (Yukos) were successfully completed, so AidData assumes that the loan from CDB and China Eximbank fully disbursed.",TRUE,NA,BROWN,HIGH,Oil and Gas Infrastructure,Loan supports acquisition of oil companies and is secured by long-term crude oil supply contracts,"Acquisition of Baikalfinancegroup and Yuganskneftegaz (Yukos), 48.4 million tons of crude oil supply contract"
92277,BANKING AND FINANCIAL SERVICES,Agricultural Bank of China contributes to $275 million syndicated loan to Alfa Bank for on-lending purposes,"On November 3, 2005, Alfa Bank signed a $275 million syndicated loan agreement with a group of 38 banks for on-lending purposes. The loan carried a 1-year (364-day) maturity and an interest rate of LIBOR plus a 1% margin. Participants in the loan syndicate included Agricultural Bank of China, ALPHA Bank A. E., the Bank of Tokyo-Mitsubishi, Ltd., Commerzbank Aktiengesellschaft, Dresdner Bank AG, DZ BANK AG (Deutsche Zentral-Genossenschaftsbank), Finansbank Holland, GarantiBank International N. V., HSBC Bank plc, ICICI Bank Limited, National Bank of Egypt (UK) Limited, National Bank of Greece S.A., Standard Bank Plc, State Bank of India, Sumitomo Mitsui Banking Corporation Europe Limited, and WestLB AG, among others.","1. AidData has estimated the all-in interest rate by adding 1% to average 6-month LIBOR in November 2005 (4.555%). 2. The size of Agricultural Bank of China’s contribution to the $275 million syndicated loan is unknown. For the time being, AidData assumes that all 38 members of the syndicate made equal contributions ($7,236,842).","# Sector
BANKING AND FINANCIAL SERVICES

# Title
Agricultural Bank of China contributes to $275 million syndicated loan to Alfa Bank for on-lending purposes

# Description
On November 3, 2005, Alfa Bank signed a $275 million syndicated loan agreement with a group of 38 banks for on-lending purposes. The loan carried a 1-year (364-day) maturity and an interest rate of LIBOR plus a 1% margin. Participants in the loan syndicate included Agricultural Bank of China, ALPHA Bank A. E., the Bank of Tokyo-Mitsubishi, Ltd., Commerzbank Aktiengesellschaft, Dresdner Bank AG, DZ BANK AG (Deutsche Zentral-Genossenschaftsbank), Finansbank Holland, GarantiBank International N. V., HSBC Bank plc, ICICI Bank Limited, National Bank of Egypt (UK) Limited, National Bank of Greece S.A., Standard Bank Plc, State Bank of India, Sumitomo Mitsui Banking Corporation Europe Limited, and WestLB AG, among others.",TRUE,NA,NEUTRAL,HIGH,Financial Services,Project involves financial services with no direct environmental or energy transition impact,"Syndicated loan for on-lending purposes, no specific project details provided"
