aid_data_record_id,sector_name,title,description,staff_comments,combined_text,success,error_message,primary_class,confidence,project_type,justification,evidence
92641,BANKING AND FINANCIAL SERVICES,China Co-Financing Fund for Latin America and the Caribbean loan provides $50 million loan to Bancóldex for on-lending to small- and medium-sized enterprises (Linked to Project ID#86526),"On September 18, 2020, the China Co-Financing Fund for Latin America and the Caribbean signed a $50 million loan agreement with Banco de Comercio Exterior de Colombia S.A. (Bancóldex) — a state-owned commercial bank that operates as Colombia's entrepreneurial development and export-import bank — for on-lending to small- and medium-sized enterprises. The borrowing terms of the loan are unknown.   However, it is known that the borrower was expected to use the loan proceeds to support the ‘Colombia Responde para Todos’ program, which provided liquidity to small- and medium-sized enterprises facing cash flow pressures due to lockdowns and economic activity paralysis resulting from the COVID-19 global pandemic. The loan from the China Co-Financing Fund for Latin America and the Caribbean was secured alongside two additional loans: a $100 million loan from the Inter-American Investment Corporation (IDB Invest) and a $20 million loan from Development Finance Institute Canada (FinDev Canada).","1. The China Co-Financing Fund for Latin America and the Caribbean was established on January 14, 2013 with a contribution of $2 billion by the People's Bank of China. It is administered by the IDB. For more information, see umbrella Project ID#86526. 2. The IDB Invest project identification number is 13100-01 or IDBI-13100-01.","# Sector
BANKING AND FINANCIAL SERVICES

# Title
China Co-Financing Fund for Latin America and the Caribbean loan provides $50 million loan to Bancóldex for on-lending to small- and medium-sized enterprises (Linked to Project ID#86526)

# Description
On September 18, 2020, the China Co-Financing Fund for Latin America and the Caribbean signed a $50 million loan agreement with Banco de Comercio Exterior de Colombia S.A. (Bancóldex) — a state-owned commercial bank that operates as Colombia's entrepreneurial development and export-import bank — for on-lending to small- and medium-sized enterprises. The borrowing terms of the loan are unknown.   However, it is known that the borrower was expected to use the loan proceeds to support the ‘Colombia Responde para Todos’ program, which provided liquidity to small- and medium-sized enterprises facing cash flow pressures due to lockdowns and economic activity paralysis resulting from the COVID-19 global pandemic. The loan from the China Co-Financing Fund for Latin America and the Caribbean was secured alongside two additional loans: a $100 million loan from the Inter-American Investment Corporation (IDB Invest) and a $20 million loan from Development Finance Institute Canada (FinDev Canada).",TRUE,NA,NEUTRAL,HIGH,Financial Services,Project involves financial services for SME support without direct environmental or energy transition impacts,"Loan agreement for on-lending to SMEs, part of COVID-19 economic response program"
92642,BANKING AND FINANCIAL SERVICES,China Co-Financing Fund for Latin America and the Caribbean loan provides $50 million loan to Davivienda for on-lending to small- and medium-sized enterprises in Colombia (Linked to Project ID#86526),"On September 24, 2020, the China Co-Financing Fund for Latin America and the Caribbean signed a $50 million loan agreement with Banco Davivienda S.A. (Davivienda) — a private regional bank that operates in six countries (Colombia, Panama, Costa Rica, El Salvador, Honduras, and the United States) — for on-lending to small- and medium-sized enterprises in Colombia. The loan carries a term of up to 10 years and a purchase option at year 5. The other borrowing terms of the loan are unknown.   However, it is known that the borrower was expected to use the loan proceeds to support access to financing for small and medium-sized enterprises (SMEs) by making lines of credit available to alleviate the effects of the COVID-19 situation. Another purpose of the loan was to incentivize better climate change risk analysis at the bank and increasing its funding for green projects. The loan from the China Co-Financing Fund for Latin America and the Caribbean was secured alongside four additional loans: a $100 million loan from the Inter-American Investment Corporation (IDB Invest), a $20 million loan from Development Finance Institute Canada (FinDev Canada), a $20 million loan from the Canadian Climate Fund for the Private Sector in Latin America and the Caribbean - Phase II (C2F), and a $250 million loan from the U.S. International Development Finance Corporation (DFC).","1. The China Co-Financing Fund for Latin America and the Caribbean was established on January 14, 2013 with a contribution of $2 billion by the People's Bank of China. It is administered by the IDB. For more information, see umbrella Project ID#86526. 2. The IDB Invest project identification number is 12114-03 or IDBI-12114-03.","# Sector
BANKING AND FINANCIAL SERVICES

# Title
China Co-Financing Fund for Latin America and the Caribbean loan provides $50 million loan to Davivienda for on-lending to small- and medium-sized enterprises in Colombia (Linked to Project ID#86526)

# Description
On September 24, 2020, the China Co-Financing Fund for Latin America and the Caribbean signed a $50 million loan agreement with Banco Davivienda S.A. (Davivienda) — a private regional bank that operates in six countries (Colombia, Panama, Costa Rica, El Salvador, Honduras, and the United States) — for on-lending to small- and medium-sized enterprises in Colombia. The loan carries a term of up to 10 years and a purchase option at year 5. The other borrowing terms of the loan are unknown.   However, it is known that the borrower was expected to use the loan proceeds to support access to financing for small and medium-sized enterprises (SMEs) by making lines of credit available to alleviate the effects of the COVID-19 situation. Another purpose of the loan was to incentivize better climate change risk analysis at the bank and increasing its funding for green projects. The loan from the China Co-Financing Fund for Latin America and the Caribbean was secured alongside four additional loans: a $100 million loan from the Inter-American Investment Corporation (IDB Invest), a $20 million loan from Development Finance Institute Canada (FinDev Canada), a $20 million loan from the Canadian Climate Fund for the Private Sector in Latin America and the Caribbean - Phase II (C2F), and a $250 million loan from the U.S. International Development Finance Corporation (DFC).",TRUE,NA,NEUTRAL,HIGH,Financial Services,"Project involves financial services for SME lending with a secondary focus on climate risk analysis, but no direct environmental impact or energy transition contribution","Loan for SME financing, includes climate risk analysis component but no specific green project funding details"
93098,HEALTH,"Chinese Government donates medical supplies worth USD 49,020 in May 2020 to Colombian Ministry of Health for COVID-19 relief","On May 17, 2020, the 50,000 masks, 1,000 protective goggles, 1,000 surgical gloves, 500 infrared thermometers, and 10,000 N95 masks worth USD 49, 020 arrived in Bogotá, Colombia from the Chinese government. The supplies will be used to combat the COVID-19 pandemic.",NA,"# Sector
HEALTH

# Title
Chinese Government donates medical supplies worth USD 49,020 in May 2020 to Colombian Ministry of Health for COVID-19 relief

# Description
On May 17, 2020, the 50,000 masks, 1,000 protective goggles, 1,000 surgical gloves, 500 infrared thermometers, and 10,000 N95 masks worth USD 49, 020 arrived in Bogotá, Colombia from the Chinese government. The supplies will be used to combat the COVID-19 pandemic.",TRUE,NA,NEUTRAL,HIGH,Healthcare and Education Facilities,"Project is a donation of medical supplies for COVID-19 relief, unrelated to energy or environmental impacts","Medical supplies including masks, protective goggles, surgical gloves, and thermometers for pandemic response"
93158,HEALTH,"Chengdu Government donates 20,000 masks in 2020 to the city of Bogotá, Colombia (linked to project ID#91229)","In June 2020, the Chengdu Government donated 5 cases that contained 40,000 masks total to the Colombian Ministry of Health and Social Protection for Covid-19 aid. 20,000 of these masks were intended for Ibagué (Project ID#91229). The other 20,000 are reported to have been donated to Bogotá, Colombia. These donations are part of the South-South Cooperation initiative.  The Chengdu government donated a total of 40,000 masks to Colombia in June 2020. 20,000 of the masks went to Ibagué (see project ID#91229) and 20,000 went to Bogotá.",AidData has estimated the transaction amount for this donation based on price catalogues from the World Health Organization (WHO). Please see the TUFF Methodology for additional details.,"# Sector
HEALTH

# Title
Chengdu Government donates 20,000 masks in 2020 to the city of Bogotá, Colombia (linked to project ID#91229)

# Description
In June 2020, the Chengdu Government donated 5 cases that contained 40,000 masks total to the Colombian Ministry of Health and Social Protection for Covid-19 aid. 20,000 of these masks were intended for Ibagué (Project ID#91229). The other 20,000 are reported to have been donated to Bogotá, Colombia. These donations are part of the South-South Cooperation initiative.  The Chengdu government donated a total of 40,000 masks to Colombia in June 2020. 20,000 of the masks went to Ibagué (see project ID#91229) and 20,000 went to Bogotá.",TRUE,NA,NEUTRAL,HIGH,Social Development,"Project involves donation of medical supplies for public health purposes, unrelated to energy or environmental impacts","Donation of 20,000 masks for Covid-19 aid, part of South-South Cooperation initiative"
98390,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,"Chinese Embassy provides 400 food kits to the government of Chocó, Colombia","On July 5, 2020, the Government of Chocó, Colombia received a donation of 400 humanitarian food kits from the Chinese Embassy. These kits will then be distributed out to families who are in a greater state of vulnerability due to the pandemic. The monetary value of these food kits is unknown.",NA,"# Sector
DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE

# Title
Chinese Embassy provides 400 food kits to the government of Chocó, Colombia

# Description
On July 5, 2020, the Government of Chocó, Colombia received a donation of 400 humanitarian food kits from the Chinese Embassy. These kits will then be distributed out to families who are in a greater state of vulnerability due to the pandemic. The monetary value of these food kits is unknown.",TRUE,NA,NEUTRAL,HIGH,Social Development,"Project is focused on humanitarian aid and food security, with no direct environmental or energy transition impact","Humanitarian food kits, focus on vulnerable families, pandemic relief"
98688,"INDUSTRY, MINING, CONSTRUCTION","Zijin Mining Group Co., Ltd. issues $50 million USD loan to Continental Gold Inc. to advance construction of the Buriticá Project in Colombia","In February 2020, an affiliate of Zijin Mining Group Co., Ltd. issued a $50 million USD unsecured loan to Canada-incorporated Continental Gold Inc. to advance the construction of the Buriticá Project in Colombia. The loan was to be advanced in up to three tranches. The first $25 million USD tranche was to be funded prior to closing of a previously-announced plan of arrangement involving Continental Gold Inc., Zijin Mining Group and 2727957 Ontario Inc. and used to advance the construction and commissioning of the Buriticá Project. The second advance of up to USD $25 million was to be funded immediately prior to closing of the transaction and used to pay closing costs. Any amount not advanced as part of the first or second tranche was to be advanced to Continental Gold Inc. in a third and final tranche.   The loan is unsecured, repayable on the fifth anniversary date of closing and bears interest at 10% per annum with quarterly interest payments. The loan's maturity date was to be accelerated in certain circumstances, including in the event Continental Gold Inc.’s senior secured facility was terminated. The loan was also subject to an early repayment fee of 2.5% and, following an event of default, would incur interest at an additional 5% per annum. As previously disclosed, the transaction provided for the acquisition of the issued and outstanding common shares of Continental Gold Inc. by way of a statutory plan of arrangement under the Business Corporations Act (Ontario).  This loan was planned to be closed in the first quarter of 2020, subject to obtaining the Canadian Investment Act approval and the Chinese State Administration of Foreign Exchange (SAFE) registration. Following closing of the loan, the common shares will be de‑listed from the Toronto Stock Exchange and will not be available for trading on the Toronto Stock Exchange or the OTCQX International.","1. As of August 2023, any closing regarding this loan has yet to be confirmed. This issue warrants further investigation.","# Sector
INDUSTRY, MINING, CONSTRUCTION

# Title
Zijin Mining Group Co., Ltd. issues $50 million USD loan to Continental Gold Inc. to advance construction of the Buriticá Project in Colombia

# Description
In February 2020, an affiliate of Zijin Mining Group Co., Ltd. issued a $50 million USD unsecured loan to Canada-incorporated Continental Gold Inc. to advance the construction of the Buriticá Project in Colombia. The loan was to be advanced in up to three tranches. The first $25 million USD tranche was to be funded prior to closing of a previously-announced plan of arrangement involving Continental Gold Inc., Zijin Mining Group and 2727957 Ontario Inc. and used to advance the construction and commissioning of the Buriticá Project. The second advance of up to USD $25 million was to be funded immediately prior to closing of the transaction and used to pay closing costs. Any amount not advanced as part of the first or second tranche was to be advanced to Continental Gold Inc. in a third and final tranche.   The loan is unsecured, repayable on the fifth anniversary date of closing and bears interest at 10% per annum with quarterly interest payments. The loan's maturity date was to be accelerated in certain circumstances, including in the event Continental Gold Inc.’s senior secured facility was terminated. The loan was also subject to an early repayment fee of 2.5% and, following an event of default, would incur interest at an additional 5% per annum. As previously disclosed, the transaction provided for the acquisition of the issued and outstanding common shares of Continental Gold Inc. by way of a statutory plan of arrangement under the Business Corporations Act (Ontario).  This loan was planned to be closed in the first quarter of 2020, subject to obtaining the Canadian Investment Act approval and the Chinese State Administration of Foreign Exchange (SAFE) registration. Following closing of the loan, the common shares will be de‑listed from the Toronto Stock Exchange and will not be available for trading on the Toronto Stock Exchange or the OTCQX International.",TRUE,NA,GREY,HIGH,Mining (Energy Transition Minerals),"The loan is for a mining project, and while the specific minerals are not mentioned, the involvement of Zijin Mining Group suggests potential relevance to energy transition minerals","Loan to advance construction of Buriticá Project, involvement of Zijin Mining Group, mining sector focus"
88679,HEALTH,"China medical team donates COVID-19 PPE and medicine worth RMB 160,000 to the Fomboni Hospital of Comoros in December 2020 (linked to project ID#87515)","On December 4, 2020, the 13th batch of Chinese medical team (linked to project ID#87515) donated a batch of COVID-19 protective materials and medicines to the Fomboni Hospital (L’hôpital de Fomboni or Centre Hospitalier de Fomboni) on Moheli Island, with a total value of approximately RMB 160,000. Meng Qin, head of the Modao medical point of our medical aid team, and Mohamed Assène, Head of Fomboni Hospital, signed the handover certificate on behalf of both parties.  This project is linked to (project ID#87515), as the 13th medical team dispatched within the linked project provided the aid detailed above.",NA,"# Sector
HEALTH

# Title
China medical team donates COVID-19 PPE and medicine worth RMB 160,000 to the Fomboni Hospital of Comoros in December 2020 (linked to project ID#87515)

# Description
On December 4, 2020, the 13th batch of Chinese medical team (linked to project ID#87515) donated a batch of COVID-19 protective materials and medicines to the Fomboni Hospital (L’hôpital de Fomboni or Centre Hospitalier de Fomboni) on Moheli Island, with a total value of approximately RMB 160,000. Meng Qin, head of the Modao medical point of our medical aid team, and Mohamed Assène, Head of Fomboni Hospital, signed the handover certificate on behalf of both parties.  This project is linked to (project ID#87515), as the 13th medical team dispatched within the linked project provided the aid detailed above.",TRUE,NA,NEUTRAL,HIGH,Healthcare and Education Facilities,Project involves donation of medical supplies and is unrelated to energy or environmental impacts,"Donation of COVID-19 protective materials and medicines, healthcare focus"
93184,HEALTH,"People's Hospital of Guangxi Zhuang donates anti-epidemic materials worth RMB 700,000 to China-Comoros Friendship Hospital in November 2020","On November 7, 2020, Guangxi Autonomous Region People's Hospital donated medicines, protective clothing, isolation gowns, disinfectants and other anti-epidemic materials to Angdao Zhongke Friendship Hospital. The donation held a total value of about RMB700,000.   Zhou Quan, the captain of the 13th batch of medical teams in China, and Ahmed Anliane, the President of the Sino-Science Friendship Hospital, signed the donation certificate on behalf of both parties and received the supplies.",NA,"# Sector
HEALTH

# Title
People's Hospital of Guangxi Zhuang donates anti-epidemic materials worth RMB 700,000 to China-Comoros Friendship Hospital in November 2020

# Description
On November 7, 2020, Guangxi Autonomous Region People's Hospital donated medicines, protective clothing, isolation gowns, disinfectants and other anti-epidemic materials to Angdao Zhongke Friendship Hospital. The donation held a total value of about RMB700,000.   Zhou Quan, the captain of the 13th batch of medical teams in China, and Ahmed Anliane, the President of the Sino-Science Friendship Hospital, signed the donation certificate on behalf of both parties and received the supplies.",TRUE,NA,NEUTRAL,HIGH,Healthcare and Education Facilities,"Project involves donation of medical supplies to a hospital, with no direct environmental or energy transition impact","Donation of medicines, protective clothing, isolation gowns, disinfectants to hospital"
93365,HEALTH,The Chinese Embassy in Congo donates anti-epidemic materials to the Congolese Government in March 2020,"On March 17, 2020, a handover ceremony was held for the Chinese Embassy in Congo's donation of protective materials to the Congolese government to fight against the Covid-19 epidemic. The specific type and monetary value of the donation are unknown.   The ceremony was held at the Ministry of Foreign Affairs of Congo. More than 60 people including Ambassador Ma Fulin, Minister of Health Mikolo of Congo, Secretary-General of the Ministry of Foreign Affairs Mamina, and officials from the Ministry of Foreign Affairs and Health attended the ceremony.",NA,"# Sector
HEALTH

# Title
The Chinese Embassy in Congo donates anti-epidemic materials to the Congolese Government in March 2020

# Description
On March 17, 2020, a handover ceremony was held for the Chinese Embassy in Congo's donation of protective materials to the Congolese government to fight against the Covid-19 epidemic. The specific type and monetary value of the donation are unknown.   The ceremony was held at the Ministry of Foreign Affairs of Congo. More than 60 people including Ambassador Ma Fulin, Minister of Health Mikolo of Congo, Secretary-General of the Ministry of Foreign Affairs Mamina, and officials from the Ministry of Foreign Affairs and Health attended the ceremony.",TRUE,NA,NEUTRAL,HIGH,Social Development,"Project involves donation of medical supplies for public health purposes, unrelated to energy or environmental impacts","Donation of anti-epidemic materials, focus on public health response to COVID-19"
93366,HEALTH,Chinese Government donates anti-epidemic materials to the Congolese Government in April 2020,"On April 15, 2020, the anti-epidemic materials donated by the Chinese government arrived in Brazzaville, Congo to fight the Covid-19 epidemic. The donation was made in response to the epidemic prevention materials that are about to run out throughout Congo. The donation consisted of 2,000 medical masks, 2,000 medical protective suits, 10,000 gloves, 2,000 protective glasses, and 500 electronic thermometers. The materials were distributed on April 16, 2020. The monetary value of the donation is unknown.  A ceremony was held for the donation and was held at the Congolese Ministry of Foreign Affairs. Ambassador Ma Fulin to Congo and Congolese Foreign Minister Gakoso signed a handover certificate.",AidData has estimated the transaction amount for this donation based on price catalogues from the World Health Organization (WHO). Please see the TUFF Methodology for additional details.,"# Sector
HEALTH

# Title
Chinese Government donates anti-epidemic materials to the Congolese Government in April 2020

# Description
On April 15, 2020, the anti-epidemic materials donated by the Chinese government arrived in Brazzaville, Congo to fight the Covid-19 epidemic. The donation was made in response to the epidemic prevention materials that are about to run out throughout Congo. The donation consisted of 2,000 medical masks, 2,000 medical protective suits, 10,000 gloves, 2,000 protective glasses, and 500 electronic thermometers. The materials were distributed on April 16, 2020. The monetary value of the donation is unknown.  A ceremony was held for the donation and was held at the Congolese Ministry of Foreign Affairs. Ambassador Ma Fulin to Congo and Congolese Foreign Minister Gakoso signed a handover certificate.",TRUE,NA,NEUTRAL,HIGH,Social Development,"Project is focused on healthcare support and epidemic prevention, with no direct environmental or energy transition impacts","Donation of medical supplies (masks, protective suits, gloves, etc.) for Covid-19 response, healthcare focus"
